timestamp,cpu_time,time (s),T(t) (K),P(t) (Pa),Kinetic En. (n.u.),Potential En. (n.u.),Total En. (n.u.)
1651427323, 57099.0000, 5.2120e-12, 1492.03671270, 62977458.09639218, 0.00000000, 1440631.62555627, 1440631.62555627 
1651427324, 51488.0000, 5.2400e-12, 1493.70597787, 48133256.39760604, 0.00000000, 17418850.75627937, 17418850.75627937 
1651427325, 55690.0000, 5.2680e-12, 1496.16428663, 0.00000000, 0.00000000, 1198811.23223635, 1198811.23223635 
1651427326, 58393.0000, 5.2960e-12, 1494.09229418, 0.00000000, 0.00000000, 3604.18411511, 3604.18411511 
1651427327, 57449.0000, 5.3240e-12, 1494.86967714, 0.00000000, 0.00000000, 1157.16777020, 1157.16777020 
1651427328, 55670.0000, 5.3520e-12, 1483.41421217, 45619894.47426109, 0.00000000, 11788.30006492, 11788.30006492 
1651427329, 57007.0000, 5.3800e-12, 1492.39949025, 16681569.38571182, 0.00000000, 96449390724.07516479, 96449390724.07516479 
1651427330, 55621.0000, 5.4060e-12, 1495.44928918, 0.00000000, 0.00000000, 560652.86176965, 560652.86176965 
1651427331, 53588.0000, 5.4340e-12, 1493.73427427, 0.00000000, 0.00000000, 7232903.67768904, 7232903.67768904 
1651427332, 53737.0000, 5.4620e-12, 1493.92168836, 75350527.29300873, 0.00000000, 15523850.91864090, 15523850.91864090 
1651427333, 55576.0000, 5.4900e-12, 1493.73541030, 50792686.81374861, 0.00000000, 3745.82744436, 3745.82744436 
1651427334, 57598.0000, 5.5160e-12, 1495.62488865, 0.00000000, 0.00000000, 5537.54512830, 5537.54512830 
1651427335, 56525.0000, 5.5440e-12, 1490.79413271, 0.00000000, 0.00000000, 22141.73461183, 22141.73461183 
1651427336, 54679.0000, 5.5700e-12, 1492.61578541, 55724024.54715499, 0.00000000, 15060.69967706, 15060.69967706 
1651427337, 56323.0000, 5.5980e-12, 1493.77618989, 42931954.80237899, 0.00000000, 358512.67862979, 358512.67862979 
1651427338, 55652.0000, 5.6260e-12, 1489.38749141, 0.00000000, 0.00000000, 275862545793.51989746, 275862545793.51989746 
1651427339, 54239.0000, 5.6540e-12, 1494.86372648, 0.00000000, 0.00000000, 1249323.08853897, 1249323.08853897 
1651427340, 58005.0000, 5.6800e-12, 1495.78495199, 0.00000000, 0.00000000, 190240.20998459, 190240.20998459 
1651427341, 60076.0000, 5.7080e-12, 1496.86790765, 0.00000000, 0.00000000, 95806.42074102, 95806.42074102 
1651427342, 59587.0000, 5.7360e-12, 1494.72909824, 17194877.10107965, 0.00000000, 48778.55488521, 48778.55488521 
1651427343, 54066.0000, 5.7620e-12, 1494.40328781, 0.00000000, 0.00000000, 600278.76977897, 600278.76977897 
1651427344, 57026.0000, 5.7900e-12, 1493.21078733, 56924678.84079606, 0.00000000, 543252.23404302, 543252.23404302 
1651427345, 52850.0000, 5.8180e-12, 1494.56971794, 117886467.27921063, 0.00000000, 449229568387.11657715, 449229568387.11657715 
1651427346, 50332.0000, 5.8460e-12, 1494.27281847, 0.00000000, 0.00000000, 1186530.24457911, 1186530.24457911 
1651427347, 54611.0000, 5.8720e-12, 1495.42192194, 38071267.03270853, 0.00000000, 763.21599430, 763.21599430 
1651427348, 54899.0000, 5.9000e-12, 1495.79462650, 0.00000000, 0.00000000, 322.31879825, 322.31879825 
1651427349, 58233.0000, 5.9280e-12, 1495.47583954, 17100068.59590141, 0.00000000, 17736.57731706, 17736.57731706 
1651427350, 61689.0000, 5.9540e-12, 1495.35620437, 0.00000000, 0.00000000, 410007.68602471, 410007.68602471 
1651427351, 60347.0000, 5.9820e-12, 1494.46414362, 112464693.16873613, 0.00000000, 35384.23888559, 35384.23888559 
1651427352, 58022.0000, 6.0100e-12, 1494.79441531, 17623836.73062686, 0.00000000, 4789.64175133, 4789.64175133 
